donor_id,country_code,zone_id,center_distance_km,travel_time_min,transport_capacity_slots,transfer_cost_usd,route_feasibility_flag,cold_chain_quality_score,area_deprivation_index,area_education_index,area_language_mix
2106,TR,TR-Z070,6.94,31,48,8.55,1,0.964,3,0.731,0.224
2107,UG,UG-Z027,17.19,49,44,14.32,1,0.956,3,0.701,0.254
2108,US,US-Z015,13.05,35,44,15.72,1,0.899,10,0.107,0.21
2109,US,US-Z078,8.15,17,49,12.81,1,0.964,7,0.451,0.775
2110,MX,MX-Z096,8.89,25,36,10.08,1,0.94,4,0.705,0.119
2111,DE,DE-Z011,32.46,143,49,25.32,0,0.814,1,0.847,0.616
2112,CN,CN-Z005,3.21,9,7,10.41,1,0.989,8,0.377,0.27
2113,TR,TR-Z083,10.98,44,26,11.29,1,0.957,9,0.219,0.235
2114,TR,TR-Z091,16.29,44,46,18.0,1,0.9,9,0.254,0.116
2115,IN,IN-Z065,2.4,10,32,7.81,1,0.985,1,0.933,0.333
2116,IN,IN-Z041,7.46,20,23,12.71,1,0.997,2,0.869,0.307
2117,US,US-Z097,3.59,8,49,7.84,1,0.983,6,0.535,0.325
2118,US,US-Z095,6.23,15,5,12.58,1,0.959,2,0.861,0.277
2119,BR,BR-Z029,13.92,36,18,14.98,1,0.872,4,0.699,0.371
2120,BR,BR-Z065,8.68,33,9,13.11,1,0.928,10,0.194,0.044
2121,DE,DE-Z027,15.92,40,6,16.19,1,0.884,9,0.279,0.554
2122,BR,BR-Z061,16.44,49,12,17.76,1,0.876,1,0.883,0.204
2123,CN,CN-Z041,5.33,14,35,10.41,1,0.988,4,0.712,0.492
2124,CN,CN-Z071,8.4,41,38,12.77,1,0.919,8,0.265,0.084
2125,TR,TR-Z060,11.7,31,49,14.53,1,0.979,8,0.282,0.232
2126,JP,JP-Z064,3.41,16,19,9.29,1,0.985,5,0.581,0.111
2127,CN,CN-Z095,26.84,79,19,21.77,1,0.853,2,0.85,0.368
2128,UG,UG-Z029,13.09,57,8,14.79,1,0.96,5,0.549,0.13
2129,US,US-Z067,19.44,82,6,19.22,1,0.928,7,0.386,0.158
2130,IN,IN-Z043,15.95,71,11,17.18,1,0.908,1,1.0,0.118
2131,BR,BR-Z002,8.8,31,19,9.89,1,0.959,4,0.593,0.036
2132,TR,TR-Z050,6.98,33,11,13.15,1,0.986,3,0.753,0.431
2133,MX,MX-Z009,13.33,32,22,13.9,1,0.886,1,0.903,0.339
2134,IN,IN-Z061,21.62,64,9,18.53,1,0.821,3,0.759,0.232
2135,UG,UG-Z094,7.6,35,21,8.87,1,0.954,4,0.706,0.447
2136,BR,BR-Z078,6.46,27,39,8.54,1,0.958,2,0.754,0.369
2137,UG,UG-Z048,8.49,36,44,11.64,1,0.968,6,0.437,0.126
2138,US,US-Z084,19.89,90,37,15.17,1,0.89,3,0.82,0.381
2139,US,US-Z014,4.37,16,25,10.52,1,0.977,9,0.358,0.393
2140,DE,DE-Z086,9.46,36,48,10.18,1,0.958,7,0.503,0.178
2141,TR,TR-Z027,4.09,18,23,8.0,1,0.969,10,0.125,0.336
2142,IN,IN-Z079,34.74,117,27,26.6,1,0.76,10,0.12,0.331
2143,IN,IN-Z026,7.64,28,32,12.01,1,0.959,4,0.682,0.155
2144,MX,MX-Z015,6.69,19,48,13.19,1,0.979,10,0.161,0.25
2145,TR,TR-Z095,21.35,58,42,19.37,1,0.827,10,0.126,0.382
2146,UG,UG-Z011,5.93,11,49,9.08,1,0.99,8,0.312,0.261
2147,MX,MX-Z014,21.37,80,29,17.85,1,0.892,1,0.92,0.22
2148,JP,JP-Z004,7.7,17,9,12.42,1,0.933,2,0.842,0.096
2149,IN,IN-Z099,2.48,5,13,9.2,1,0.986,4,0.723,0.154
2150,UG,UG-Z059,20.84,48,34,17.72,1,0.943,5,0.56,0.321
2151,CN,CN-Z096,3.28,6,38,7.97,1,0.998,10,0.262,0.342
2152,DE,DE-Z036,4.92,21,15,9.99,1,0.953,4,0.728,0.507
2153,TR,TR-Z050,13.3,28,41,16.03,1,0.883,5,0.466,0.311
2154,US,US-Z032,1.92,9,7,9.22,1,0.996,3,0.71,0.188
2155,CN,CN-Z078,1.22,5,23,10.28,1,0.996,3,0.739,0.062
2156,DE,DE-Z098,0.52,1,36,8.12,1,0.996,5,0.551,0.221
2157,DE,DE-Z059,12.11,31,21,13.73,1,0.99,1,0.888,0.419
2158,JP,JP-Z067,6.56,22,47,8.97,1,0.991,8,0.282,0.14
2159,JP,JP-Z037,34.58,77,16,26.89,1,0.781,4,0.517,0.106
2160,BR,BR-Z049,7.3,21,11,9.12,1,0.928,9,0.241,0.274
2161,BR,BR-Z023,3.12,13,7,7.67,0,0.986,6,0.505,0.112
2162,MX,MX-Z036,10.82,44,16,13.53,1,0.934,9,0.261,0.137
2163,DE,DE-Z086,15.98,55,30,14.26,1,0.973,9,0.151,0.239
2164,CN,CN-Z050,4.45,10,27,8.61,1,0.985,5,0.498,0.197
2165,TR,TR-Z001,6.03,14,18,11.05,1,0.994,5,0.532,0.236
2166,DE,DE-Z050,36.82,151,16,26.95,0,0.787,6,0.45,0.397
2167,JP,JP-Z014,7.63,18,34,12.2,1,0.992,5,0.555,0.108
2168,UG,UG-Z058,3.43,12,7,11.29,1,0.997,8,0.373,0.251
2169,US,US-Z081,2.23,8,16,9.95,1,0.998,7,0.346,0.296
2170,BR,BR-Z015,7.02,15,6,9.89,1,0.992,2,0.835,0.449
2171,IN,IN-Z059,3.45,11,14,8.85,1,0.998,3,0.793,0.252
2172,UG,UG-Z091,13.47,54,15,15.83,1,0.877,3,0.752,0.384
2173,TR,TR-Z081,38.68,149,25,25.56,1,0.738,5,0.604,0.352
2174,JP,JP-Z002,26.87,54,20,18.51,1,0.993,5,0.643,0.135
2175,JP,JP-Z089,23.18,65,48,20.34,1,0.813,7,0.435,0.237
2176,JP,JP-Z072,11.44,38,26,11.28,1,0.918,2,0.796,0.406
2177,IN,IN-Z063,3.61,12,18,10.6,1,0.989,8,0.287,0.547
2178,BR,BR-Z010,15.71,69,17,16.69,1,0.885,6,0.591,0.492
2179,UG,UG-Z028,7.74,19,48,10.94,0,0.927,8,0.374,0.151
2180,TR,TR-Z058,11.98,30,34,15.08,1,0.881,10,0.21,0.328
2181,BR,BR-Z036,16.77,34,38,18.23,1,0.883,4,0.734,0.29
2182,TR,TR-Z035,6.36,27,33,11.57,1,0.946,6,0.511,0.298
2183,BR,BR-Z080,21.23,68,19,18.66,1,0.852,3,0.735,0.324
2184,IN,IN-Z081,4.33,13,49,11.73,1,0.994,7,0.373,0.161
2185,US,US-Z052,1.54,7,6,9.1,1,0.995,4,0.776,0.491
2186,TR,TR-Z065,3.55,11,28,11.41,1,0.969,1,0.971,0.407
2187,BR,BR-Z086,0.73,1,33,8.97,1,0.995,4,0.636,0.292
2188,JP,JP-Z068,14.45,35,7,14.99,1,0.919,5,0.572,0.373
2189,DE,DE-Z060,8.1,35,5,11.79,1,0.932,9,0.25,0.293
2190,JP,JP-Z027,1.38,6,40,5.93,1,0.998,2,0.941,0.314
2191,MX,MX-Z021,5.52,16,42,7.81,1,0.994,2,0.79,0.16
2192,US,US-Z075,6.19,30,36,10.75,1,0.986,8,0.414,0.451
2193,US,US-Z031,10.86,50,26,10.62,1,0.924,3,0.711,0.522
2194,JP,JP-Z068,7.98,30,8,10.91,0,0.945,7,0.434,0.247
2195,UG,UG-Z087,6.7,31,40,10.0,1,0.96,9,0.278,0.503
2196,IN,IN-Z044,6.19,18,29,8.89,1,0.992,6,0.445,0.639
2197,TR,TR-Z024,9.25,21,18,12.47,1,0.944,7,0.397,0.294
2198,US,US-Z011,24.93,115,28,19.02,1,0.804,9,0.234,0.041
2199,JP,JP-Z037,2.27,9,19,7.33,1,0.996,2,0.755,0.298
2200,JP,JP-Z012,27.76,134,36,19.73,1,0.782,10,0.136,0.425
2201,IN,IN-Z062,6.41,17,27,9.61,1,0.987,1,0.935,0.168
2202,IN,IN-Z053,5.61,11,35,8.11,1,0.974,5,0.601,0.167
2203,CN,CN-Z010,18.91,47,28,17.27,1,0.824,5,0.55,0.252
2204,CN,CN-Z054,5.53,17,7,8.05,1,0.962,5,0.505,0.391
2205,UG,UG-Z030,4.85,24,44,11.77,1,0.99,9,0.297,0.199
2206,UG,UG-Z015,15.1,63,27,16.69,1,0.981,5,0.625,0.127
2207,MX,MX-Z071,34.37,117,45,24.81,1,0.695,8,0.291,0.113
2208,UG,UG-Z032,15.03,66,13,14.55,1,0.859,8,0.341,0.494
2209,BR,BR-Z040,5.63,25,32,10.59,1,0.982,9,0.242,0.12
2210,IN,IN-Z071,4.05,14,24,10.59,1,0.97,2,0.823,0.377
2211,BR,BR-Z006,6.06,25,18,11.15,1,0.959,9,0.226,0.636
2212,TR,TR-Z044,20.62,48,24,15.94,1,0.851,2,0.896,0.38
2213,JP,JP-Z094,12.31,26,13,14.96,1,0.93,4,0.654,0.031
2214,UG,UG-Z062,6.2,18,9,10.99,1,0.999,4,0.62,0.556
2215,JP,JP-Z079,6.21,15,23,10.02,1,0.98,2,0.827,0.503
2216,US,US-Z098,2.82,10,21,10.08,1,0.978,10,0.196,0.249
2217,MX,MX-Z048,17.84,60,18,15.01,1,0.895,7,0.43,0.072
2218,US,US-Z070,2.35,9,24,8.31,0,0.988,10,0.199,0.197
2219,MX,MX-Z027,4.63,9,42,7.86,1,0.968,5,0.494,0.236
2220,CN,CN-Z050,12.77,47,16,15.63,1,0.939,5,0.577,0.469
2221,JP,JP-Z041,7.94,37,47,9.06,1,0.957,6,0.481,0.227
2222,MX,MX-Z042,9.06,43,13,11.61,1,0.926,6,0.425,0.29
2223,DE,DE-Z068,10.42,46,8,11.18,1,0.968,10,0.148,0.343
2224,BR,BR-Z015,8.66,41,18,9.62,1,0.92,7,0.474,0.144
2225,MX,MX-Z080,3.27,15,19,11.41,1,0.976,4,0.673,0.273
2226,MX,MX-Z079,27.64,104,32,19.79,1,0.961,7,0.418,0.322
2227,BR,BR-Z085,27.3,80,41,21.8,1,0.737,8,0.331,0.071
2228,JP,JP-Z053,6.07,18,40,11.96,1,0.963,8,0.366,0.05
2229,JP,JP-Z087,0.89,2,12,10.03,1,1.0,3,0.849,0.538
2230,BR,BR-Z025,1.92,7,15,7.86,1,0.994,5,0.618,0.278
2231,US,US-Z060,3.51,12,9,9.79,1,0.975,4,0.686,0.386
2232,DE,DE-Z009,1.39,3,20,8.45,1,0.993,8,0.358,0.36
2233,TR,TR-Z054,0.33,1,14,5.91,1,0.998,1,0.976,0.296
2234,DE,DE-Z032,13.64,55,30,13.75,1,0.895,7,0.435,0.363
2235,JP,JP-Z063,3.56,11,25,10.77,1,0.965,5,0.594,0.136
2236,CN,CN-Z069,7.71,29,37,9.22,1,0.986,9,0.251,0.556
2237,UG,UG-Z037,5.93,26,33,8.41,1,0.963,7,0.459,0.281
2238,MX,MX-Z093,5.83,17,34,9.58,1,0.982,9,0.31,0.222
2239,BR,BR-Z021,21.92,74,30,16.53,1,0.945,9,0.196,0.366
2240,BR,BR-Z064,8.86,30,37,12.77,1,0.925,2,0.829,0.267
2241,MX,MX-Z001,29.0,112,15,20.24,1,0.816,7,0.443,0.135
2242,UG,UG-Z071,6.16,16,36,12.68,1,0.985,4,0.606,0.281
2243,TR,TR-Z070,8.37,18,32,13.81,1,0.986,7,0.419,0.105
2244,UG,UG-Z083,12.52,52,26,12.88,1,0.908,1,0.874,0.017
2245,UG,UG-Z040,11.81,44,25,15.23,1,0.985,1,0.915,0.234
2246,UG,UG-Z014,3.73,15,42,10.74,1,0.992,10,0.15,0.215
2247,TR,TR-Z006,5.36,21,14,9.83,1,0.997,8,0.395,0.324
2248,TR,TR-Z059,12.33,31,49,13.21,1,0.896,6,0.499,0.469
2249,JP,JP-Z009,4.21,17,35,7.94,1,0.963,9,0.26,0.17
2250,MX,MX-Z096,6.36,25,7,12.08,1,0.943,1,1.0,0.475
2251,TR,TR-Z072,15.8,47,23,14.65,1,0.994,2,0.81,0.411
2252,TR,TR-Z086,15.84,69,16,14.24,1,0.965,5,0.635,0.066
2253,JP,JP-Z072,1.3,3,17,10.28,0,0.991,9,0.243,0.188
2254,BR,BR-Z062,15.07,59,29,16.28,1,0.854,5,0.518,0.289
2255,JP,JP-Z034,27.46,136,37,22.02,1,0.777,6,0.514,0.276
2256,US,US-Z009,3.84,7,8,11.2,1,0.967,3,0.751,0.132
2257,US,US-Z074,34.25,165,16,24.77,1,0.982,7,0.396,0.303
2258,CN,CN-Z022,13.41,60,24,11.74,1,0.96,2,0.812,0.255
2259,UG,UG-Z077,6.3,30,46,11.02,0,0.945,5,0.591,0.651
2260,MX,MX-Z042,6.65,25,15,11.21,1,0.995,4,0.754,0.225
2261,IN,IN-Z099,8.56,39,33,12.86,1,0.958,6,0.485,0.339
2262,DE,DE-Z072,9.33,38,46,10.8,1,0.956,8,0.32,0.463
2263,JP,JP-Z077,32.17,102,24,21.81,0,0.872,8,0.364,0.236
2264,BR,BR-Z099,4.71,19,22,11.85,1,0.993,2,0.953,0.335
2265,DE,DE-Z093,20.03,75,25,19.66,1,0.904,7,0.392,0.253
2266,BR,BR-Z074,5.56,18,45,10.58,1,0.954,5,0.665,0.458
2267,DE,DE-Z030,9.14,44,24,10.42,1,0.961,4,0.595,0.072
2268,JP,JP-Z070,4.86,14,18,9.92,1,0.998,8,0.352,0.148
2269,IN,IN-Z029,4.37,21,40,8.19,1,0.974,5,0.51,0.062
2270,DE,DE-Z038,7.1,18,25,12.96,1,0.953,7,0.334,0.735
2271,JP,JP-Z005,11.82,55,46,14.15,1,0.972,1,1.0,0.206
2272,TR,TR-Z007,19.13,63,44,17.76,1,0.895,5,0.578,0.13
2273,IN,IN-Z011,2.07,5,42,8.87,1,0.979,7,0.431,0.213
2274,BR,BR-Z084,5.79,21,11,8.88,1,0.973,6,0.489,0.486
2275,US,US-Z027,2.79,8,24,8.59,1,0.978,7,0.501,0.181
2276,UG,UG-Z063,9.6,33,25,12.59,1,0.982,8,0.303,0.541
2277,US,US-Z079,8.54,18,40,10.93,1,0.999,1,0.943,0.137
2278,IN,IN-Z093,3.62,10,8,10.37,1,0.974,7,0.436,0.083
2279,BR,BR-Z012,11.73,23,5,10.94,1,0.904,5,0.584,0.087
2280,DE,DE-Z059,4.58,22,28,8.4,1,0.996,9,0.276,0.035
2281,BR,BR-Z058,11.83,28,10,12.95,1,0.924,9,0.328,0.332
2282,DE,DE-Z038,10.27,30,41,10.22,1,0.971,9,0.39,0.462
2283,JP,JP-Z033,4.87,9,12,10.83,1,1.0,6,0.569,0.334
2284,IN,IN-Z035,5.79,15,42,10.65,1,0.981,2,0.78,0.109
2285,JP,JP-Z055,4.16,17,18,8.35,1,0.985,10,0.19,0.117
2286,CN,CN-Z059,5.48,21,46,9.03,1,0.986,3,0.737,0.278
2287,DE,DE-Z044,10.15,20,16,11.81,1,0.98,3,0.746,0.341
2288,TR,TR-Z048,4.02,16,14,7.15,1,0.974,2,0.833,0.015
2289,JP,JP-Z097,11.58,24,40,13.53,1,0.999,9,0.177,0.286
2290,CN,CN-Z015,9.35,34,22,12.04,1,0.946,1,0.858,0.217
2291,MX,MX-Z055,3.97,13,8,11.43,1,0.991,7,0.388,0.251
2292,US,US-Z095,11.32,30,35,15.41,1,0.971,7,0.39,0.313
2293,BR,BR-Z042,11.16,29,8,11.1,1,0.905,5,0.597,0.061
2294,CN,CN-Z025,22.95,104,31,16.83,1,0.851,9,0.301,0.177
2295,IN,IN-Z002,3.07,12,12,10.1,1,0.972,10,0.197,0.45
2296,JP,JP-Z082,43.19,185,12,26.76,1,0.748,9,0.238,0.373
2297,IN,IN-Z041,7.33,28,20,12.4,1,0.977,7,0.421,0.364
2298,US,US-Z044,6.9,28,24,12.97,1,0.947,2,0.869,0.369
2299,TR,TR-Z050,4.44,8,35,10.31,1,0.958,6,0.539,0.151
2300,IN,IN-Z090,4.56,19,10,7.49,1,0.978,2,0.812,0.346
2301,DE,DE-Z078,3.36,9,29,7.68,1,0.977,7,0.385,0.375
2302,TR,TR-Z071,8.03,33,48,9.78,0,0.999,4,0.728,0.45
2303,TR,TR-Z044,8.02,32,11,10.77,1,0.943,1,0.957,0.156
2304,CN,CN-Z090,4.78,14,46,11.54,1,0.985,1,0.948,0.249
2305,TR,TR-Z059,3.83,14,37,9.8,1,0.981,9,0.34,0.267
2306,UG,UG-Z057,8.93,38,26,11.57,1,0.926,9,0.285,0.558
2307,US,US-Z040,10.62,40,5,11.51,1,0.948,6,0.649,0.328
2308,TR,TR-Z060,1.73,7,26,7.63,1,0.995,1,0.907,0.558
2309,IN,IN-Z015,8.63,17,7,10.99,1,0.969,8,0.348,0.424
2310,MX,MX-Z075,5.88,14,18,11.26,1,0.952,9,0.18,0.229
2311,UG,UG-Z094,17.56,37,24,14.22,1,0.986,9,0.283,0.504
2312,UG,UG-Z060,18.06,68,9,15.51,1,0.906,1,0.933,0.537
2313,DE,DE-Z066,5.5,19,24,11.62,1,0.961,5,0.696,0.182
2314,TR,TR-Z039,2.33,7,37,8.56,1,0.999,3,0.843,0.236
2315,DE,DE-Z090,11.11,27,48,13.46,1,0.976,4,0.718,0.101
2316,DE,DE-Z047,5.73,24,34,9.03,1,0.943,8,0.402,0.68
2317,MX,MX-Z013,2.19,6,19,8.85,1,0.997,8,0.347,0.347
2318,CN,CN-Z096,2.28,7,42,10.55,1,0.994,7,0.491,0.287
2319,TR,TR-Z021,6.94,21,23,9.91,1,0.99,2,0.747,0.235
2320,JP,JP-Z014,6.84,29,17,12.35,1,0.984,2,0.823,0.182
2321,DE,DE-Z079,6.13,29,15,11.07,1,0.992,5,0.597,0.474
2322,US,US-Z022,30.26,96,34,21.93,1,0.891,7,0.44,0.444
2323,BR,BR-Z073,7.3,34,39,12.9,1,0.939,2,0.786,0.179
2324,US,US-Z072,3.95,10,30,8.38,1,0.994,1,0.961,0.058
2325,MX,MX-Z074,6.41,17,14,10.03,1,0.965,9,0.337,0.341
2326,MX,MX-Z016,14.76,38,22,13.8,1,0.859,5,0.658,0.398
2327,IN,IN-Z073,5.17,13,43,11.37,1,0.972,5,0.603,0.226
2328,CN,CN-Z094,4.84,22,26,7.68,0,0.956,2,0.861,0.396
2329,DE,DE-Z001,4.34,20,38,9.28,1,0.989,9,0.131,0.378
2330,US,US-Z075,32.45,130,44,25.04,1,0.75,10,0.126,0.023
2331,BR,BR-Z034,25.18,85,44,18.63,1,0.768,9,0.27,0.25
2332,MX,MX-Z072,8.71,29,26,12.54,1,0.938,3,0.814,0.425
2333,MX,MX-Z006,6.92,29,32,9.41,1,0.932,7,0.389,0.437
2334,CN,CN-Z033,49.84,210,30,31.68,1,0.605,9,0.245,0.777
2335,BR,BR-Z075,16.28,67,44,13.89,1,0.985,4,0.752,0.377
2336,BR,BR-Z010,8.43,26,49,13.26,1,0.948,2,0.798,0.456
2337,CN,CN-Z091,5.88,18,43,12.74,1,0.979,4,0.674,0.117
2338,MX,MX-Z081,4.84,19,27,10.72,1,0.96,10,0.219,0.071
2339,TR,TR-Z051,20.15,55,37,17.49,1,0.922,1,0.93,0.51
2340,TR,TR-Z025,9.17,29,7,10.95,1,0.951,2,0.8,0.023
2341,CN,CN-Z070,1.85,5,47,8.04,1,0.986,6,0.508,0.35
2342,BR,BR-Z082,4.35,10,33,11.12,0,0.975,1,0.949,0.201
2343,DE,DE-Z043,18.14,64,13,18.18,1,0.93,2,0.859,0.131
2344,CN,CN-Z042,14.14,67,26,12.65,0,0.861,9,0.249,0.352
2345,CN,CN-Z003,10.51,22,32,11.29,1,0.906,9,0.222,0.185
2346,UG,UG-Z081,3.48,10,30,8.92,1,0.989,8,0.278,0.287
2347,US,US-Z064,4.06,17,35,11.62,1,0.977,5,0.612,0.358
2348,BR,BR-Z042,9.5,26,21,10.72,1,0.929,5,0.549,0.232
2349,IN,IN-Z054,13.24,26,36,12.05,1,0.943,1,0.873,0.147
2350,IN,IN-Z015,4.91,14,37,8.65,1,0.954,8,0.326,0.302
2351,BR,BR-Z016,4.78,11,36,11.4,1,0.979,5,0.58,0.203
2352,UG,UG-Z052,21.63,51,35,16.11,1,0.991,1,0.906,0.047
2353,UG,UG-Z063,6.56,27,44,9.21,1,0.939,3,0.734,0.093
2354,MX,MX-Z044,13.92,51,23,15.67,1,0.886,10,0.155,0.154
2355,US,US-Z046,19.05,69,49,17.45,1,0.879,9,0.251,0.368
2356,TR,TR-Z020,9.93,44,29,10.29,1,0.959,5,0.685,0.376
2357,JP,JP-Z059,5.83,28,35,9.1,1,0.955,2,0.858,0.075
2358,JP,JP-Z066,10.66,41,35,13.41,1,0.973,1,0.98,0.468
2359,JP,JP-Z003,10.1,27,9,13.34,1,0.903,5,0.569,0.119
2360,BR,BR-Z030,4.32,10,15,10.61,1,0.975,8,0.33,0.74
2361,IN,IN-Z044,5.46,21,6,11.97,1,0.956,4,0.712,0.392
2362,IN,IN-Z061,4.83,15,11,11.06,1,0.991,9,0.197,0.295
2363,TR,TR-Z073,9.37,21,35,12.31,1,0.988,9,0.234,0.204
2364,BR,BR-Z084,13.55,30,9,12.74,1,0.984,2,0.877,0.257
2365,JP,JP-Z076,37.5,171,30,24.58,1,0.871,2,0.826,0.088
2366,DE,DE-Z013,18.37,57,34,15.21,1,0.888,5,0.691,0.312
2367,IN,IN-Z067,8.44,37,23,9.48,1,0.971,6,0.54,0.445
2368,MX,MX-Z027,5.51,15,47,10.05,1,0.965,8,0.363,0.201
2369,CN,CN-Z018,15.78,77,48,15.62,1,0.948,6,0.402,0.21
2370,DE,DE-Z049,7.17,28,38,12.27,0,0.963,9,0.306,0.431
2371,IN,IN-Z034,1.17,2,42,8.48,1,0.994,4,0.663,0.227
2372,UG,UG-Z052,16.27,78,14,15.07,1,0.996,8,0.306,0.404
2373,IN,IN-Z075,4.12,8,20,11.13,1,0.978,3,0.729,0.321
2374,MX,MX-Z076,5.58,21,23,12.64,1,0.993,9,0.306,0.195
2375,JP,JP-Z084,6.67,23,5,12.12,1,0.982,5,0.531,0.063
2376,UG,UG-Z071,2.14,8,9,10.61,1,0.998,1,0.936,0.638
2377,BR,BR-Z046,8.9,33,7,13.18,1,0.983,9,0.174,0.025
2378,US,US-Z080,6.58,30,13,12.86,1,0.956,8,0.319,0.499
2379,JP,JP-Z083,8.06,21,30,13.26,1,0.995,1,0.995,0.118
2380,US,US-Z078,14.56,60,18,13.82,1,0.882,5,0.643,0.279
2381,DE,DE-Z055,4.9,14,32,10.14,1,0.991,9,0.267,0.283
2382,CN,CN-Z028,3.45,12,11,11.16,1,0.966,3,0.806,0.544
2383,UG,UG-Z036,12.69,37,6,13.17,1,0.959,2,0.89,0.304
2384,TR,TR-Z041,17.49,86,13,16.59,1,0.953,5,0.539,0.298
2385,UG,UG-Z063,3.75,15,49,9.93,1,0.976,3,0.807,0.077
2386,IN,IN-Z007,15.37,39,15,16.22,1,0.904,1,0.906,0.326
2387,IN,IN-Z050,11.63,27,39,13.52,1,0.945,10,0.183,0.541
2388,IN,IN-Z063,34.96,165,46,24.07,1,0.853,4,0.747,0.321
2389,DE,DE-Z061,23.13,66,31,21.42,1,0.975,10,0.275,0.281
2390,JP,JP-Z073,5.06,23,28,11.74,1,0.968,10,0.142,0.407
2391,TR,TR-Z034,4.49,10,16,7.29,1,0.998,7,0.48,0.4
2392,TR,TR-Z088,17.87,43,47,18.93,1,0.999,10,0.165,0.1
2393,IN,IN-Z081,9.59,45,43,12.29,1,0.97,7,0.421,0.431
2394,US,US-Z061,12.52,54,42,15.39,1,0.881,10,0.185,0.1
2395,DE,DE-Z031,7.21,16,9,9.7,1,0.958,1,1.0,0.324
2396,IN,IN-Z015,5.28,17,42,10.39,1,0.948,7,0.444,0.319
2397,CN,CN-Z028,5.86,18,34,9.21,1,0.956,4,0.735,0.168
2398,JP,JP-Z044,6.14,20,42,8.77,1,0.968,4,0.67,0.281
2399,BR,BR-Z015,3.26,15,38,6.98,1,0.986,10,0.14,0.197
2400,CN,CN-Z081,17.62,84,35,17.44,1,0.855,2,0.872,0.568
2401,US,US-Z024,21.4,80,42,18.2,1,0.856,6,0.506,0.422
2402,UG,UG-Z077,12.99,57,48,13.73,1,0.875,4,0.589,0.544
2403,UG,UG-Z042,23.34,106,45,19.66,1,0.812,8,0.305,0.066
2404,CN,CN-Z063,32.1,69,14,22.97,1,0.966,8,0.264,0.255
2405,IN,IN-Z021,5.66,26,28,8.48,1,0.985,1,0.886,0.117
2406,BR,BR-Z025,19.29,95,37,16.54,1,0.975,7,0.43,0.169
2407,MX,MX-Z019,9.13,25,27,12.43,1,0.996,7,0.42,0.093
2408,MX,MX-Z003,6.4,18,9,11.12,1,0.941,5,0.611,0.472
2409,US,US-Z046,14.15,46,44,13.54,1,0.891,2,0.8,0.349
2410,IN,IN-Z024,3.06,10,13,11.18,1,0.981,1,0.9,0.181
2411,TR,TR-Z021,55.71,194,18,35.17,1,0.863,3,0.726,0.1
2412,TR,TR-Z001,20.29,77,36,15.53,1,0.843,9,0.308,0.278
2413,JP,JP-Z050,2.66,6,36,11.23,1,0.979,3,0.793,0.109
2414,BR,BR-Z031,6.11,17,20,12.53,1,0.942,3,0.758,0.409
2415,BR,BR-Z007,4.3,20,47,7.3,1,0.969,7,0.464,0.536
2416,UG,UG-Z032,6.42,13,26,9.28,1,0.968,9,0.302,0.128
2417,DE,DE-Z043,6.81,19,23,8.48,1,0.946,1,0.873,0.261
2418,US,US-Z067,25.8,127,47,18.12,1,0.76,2,0.889,0.496
2419,MX,MX-Z060,8.91,18,43,11.14,1,0.988,7,0.431,0.374
2420,US,US-Z065,2.86,9,41,6.52,1,0.983,1,0.919,0.25
2421,TR,TR-Z012,3.39,12,43,8.29,1,0.983,8,0.295,0.196
2422,TR,TR-Z010,9.85,21,35,11.85,0,0.97,5,0.569,0.188
2423,CN,CN-Z071,14.95,72,23,15.38,0,0.956,8,0.396,0.214
2424,JP,JP-Z025,2.67,13,29,8.79,1,0.993,9,0.3,0.376
2425,BR,BR-Z091,2.56,11,33,9.74,1,0.982,1,0.899,0.16
2426,US,US-Z091,7.3,20,33,10.84,1,0.959,8,0.395,0.379
2427,TR,TR-Z061,9.3,36,25,11.87,1,0.99,4,0.619,0.18
2428,DE,DE-Z070,6.47,14,22,10.9,1,0.964,2,0.912,0.231
2429,UG,UG-Z084,3.26,16,19,8.06,1,0.971,10,0.247,0.276
2430,MX,MX-Z049,16.97,62,38,17.65,1,0.833,10,0.156,0.287
2431,JP,JP-Z022,5.0,22,41,11.12,1,0.962,3,0.747,0.246
2432,DE,DE-Z026,13.14,44,15,12.74,1,0.935,2,0.783,0.246
2433,JP,JP-Z032,2.11,9,37,9.17,1,0.98,9,0.196,0.18
2434,CN,CN-Z087,7.89,34,27,9.25,1,0.998,6,0.498,0.251
2435,TR,TR-Z065,4.03,15,34,11.99,1,0.974,9,0.121,0.436
2436,UG,UG-Z021,6.65,20,23,12.9,1,0.993,6,0.551,0.272
2437,DE,DE-Z078,27.99,76,29,20.83,1,0.737,6,0.425,0.408
2438,JP,JP-Z019,9.25,24,39,14.3,1,0.915,9,0.291,0.313
2439,BR,BR-Z025,4.28,9,23,8.28,1,0.972,8,0.308,0.347
2440,CN,CN-Z009,5.36,13,13,9.47,1,0.97,5,0.514,0.117
2441,BR,BR-Z041,5.53,16,27,9.51,1,0.997,2,0.876,0.131
2442,UG,UG-Z029,8.68,23,38,9.58,1,0.995,6,0.489,0.122
2443,DE,DE-Z047,19.47,61,42,16.36,1,0.806,3,0.754,0.33
2444,CN,CN-Z066,7.03,29,27,12.92,1,0.977,2,0.925,0.503
2445,DE,DE-Z095,5.33,17,34,8.06,1,0.973,3,0.709,0.224
2446,TR,TR-Z031,11.05,41,37,13.3,1,0.993,7,0.35,0.335
